NetScore	Delta_passing_attempts_MA5	Delta_passing_completions_MA5	Delta_passing_yards_MA5	Delta_passing_rating_MA5	Delta_passing_touchdowns_MA5	Delta_passing_interceptions_MA5	Delta_passing_sacks_MA5	Delta_passing_sacks_yards_lost_MA5	Delta_rushing_attempts_MA5	Delta_rushing_yards_MA5	Delta_rushing_touchdowns_MA5	Delta_receiving_targets_MA5	Delta_receiving_receptions_MA5	Delta_receiving_yards_MA5	Delta_receiving_touchdowns_MA5	Delta_kick_return_attempts_MA5	Delta_kick_return_yards_MA5	Delta_kick_return_touchdowns_MA5	Delta_punt_return_attempts_MA5	Delta_punt_return_yards_MA5	Delta_punt_return_touchdowns_MA5	Delta_defense_sacks_MA5	Delta_defense_tackles_MA5	Delta_defense_tackle_assists_MA5	Delta_defense_interceptions_MA5	Delta_defense_interception_yards_MA5	Delta_defense_interception_touchdowns_MA5	Delta_defense_safeties_MA5	Delta_point_after_attemps_MA5	Delta_point_after_makes_MA5	Delta_field_goal_attempts_MA5	Delta_field_goal_makes_MA5	Delta_punting_attempts_MA5	Delta_punting_yards_MA5	Delta_punting_blocked_MA5	Delta_Score_MA5	NA	NA
-21	TEN2004-12-25DEN	2004-12-25	4.6	7.8	28.2	5.30000000000003	0.6	0.4	1	6	-5.6	-7.4	-0.8	8.2	4.6	28.2	0.6	1	15.2	0	0.2	-17	-0.2	-1	0	0	-0.4	-9.6	0	0	-1	-1	0.2	0	0.4	7.8	0	-7.4
5	TEN2005-01-02DET	2005-01-02	1	1.6	13.6	30.8	0.4	-0.4	0.8	5.6	-2.6	-9.6	-0.4	2	1	13.6	0.4	0.8	15.2	0	1.2	-14.4	-0.2	-0.8	0	0	0.4	-3.2	0	0	-0.4	-0.4	0.4	0	0.4	-5.2	0	-4.4
15	TEN2005-09-18BAL	2005-09-18	-0.4	1.6	17.6	26.24	0	-0.6	0.2	0.2	-3.4	-14.2	-0.4	1.6	-0.4	17.6	0	0.6	19.8	0	1	-11.8	-0.2	-0.2	0	0	0.6	8	0	0	-0.4	-0.4	0.8	0.4	0.2	-0.2	-0.2	-2.8
-21	TEN2005-10-02IND	2005-10-02	-2.2	0.4	-34.8	0.720000000000032	-1	-0.2	1	8.4	-2.8	-6.6	-0.4	0.6	-2.2	-34.8	-1	1.8	43.8	0	1	1.6	0	-1	0	0	0.2	12.8	0	0	-1	-1	0.8	0.4	0.8	23.2	-0.2	-6.6
-8	TEN2005-10-16CIN	2005-10-16	-4.6	-0.2	-73.8	-17.66	-1.6	0.4	0	-0.4	-5.4	-10.2	0.2	-0.2	-4.6	-73.8	-1.6	2.2	52.4	0	1	7.8	0	4.44089209850063e-17	0	0	-0.4	6.2	0	0	-1	-1	0.6	0.6	0.8	18.8	-0.2	-6
-9	TEN2005-10-30OAK	2005-10-30	-1	1.8	-42.4	-12.9	-1.6	0	-0.4	-1.6	1.4	26.2	0.6	1.6	-1	-42.4	-1.6	0.8	26.6	0	1.8	16.8	0	0.4	0	0	0	16.6	0	0	-1	-0.8	0.8	0.6	0	-18	-0.2	-3.6
-3	TEN2005-11-20JAX	2005-11-20	1.6	3.4	-26.6	-27.96	-1.6	0.4	0.2	2.4	-0.4	30.6	0.4	3.4	1.6	-26.6	-1.6	1.4	50.2	0	1.4	18	0	-0.2	0	0	-0.4	8	0	0	-1.4	-1.2	0.6	0.6	0.2	-8.4	-0.2	-5.2
11	TEN2005-11-27SFO	2005-11-27	2.8	3.8	7	-19.84	-1.2	0.4	0.8	9.8	-2.6	22.8	0.2	4.2	2.8	7	-1.2	0.4	22.8	0	1.2	22.2	0	-0.8	0	0	-0.4	-2.4	0	0	-1.4	-1.2	0.8	1	-0.2	-30	0	-6
3	TEN2005-12-11HOU	2005-12-11	1.4	2.6	34.2	-9.95999999999997	-0.8	0.2	-0.8	-0.2	-0.4	9.2	0.2	2.8	1.4	34.2	-0.8	-0.8	-20.8	0	1.2	38.4	0.2	0.8	0	0	-0.2	-2.4	0	0	-0.8	-0.6	0.6	1.2	-1.2	-51.8	0	-1.2
-4	TEN2005-12-18SEA	2005-12-18	2.2	3.4	47	17.12	-0.6	-0.2	-0.8	-1.2	-1	-11	0	3.6	2.2	47	-0.6	-1.4	-28.8	0	0.8	32	0.2	0.8	0	0	0.2	4.2	0	0	-0.6	-0.4	0.4	1	-1	-36.2	0	-0.4
-7	TEN2006-09-10NYJ	2006-09-10	-0.4	3	35	14.84	-0.6	0.6	-1.6	-10.4	-3.2	-21.6	0	3	-0.4	35	-0.6	-0.4	-8.8	0	0.6	26.6	0.2	1.6	0	0	-0.6	-11.2	0	0	-0.4	-0.6	-0.2	0.8	-0.6	-22	0	0
-31	TEN2006-10-01DAL	2006-10-01	0.2	6.4	40.2	5.10000000000004	-0.6	0.6	-1.4	-10.6	-4.2	-52.2	-0.6	6.4	0.2	40.2	-0.6	0	-19.6	0	0	21	0.2	1.4	0	0	-0.6	-15.6	0	0	-1.6	-1.8	0	1.2	-0.4	-17	0	-5.6
6	TEN2006-10-29HOU	2006-10-29	-5	0.6	-32.4	-22.32	-1.4	0.4	-1.6	-13.4	-5	-68.4	-0.2	0.4	-5	-32.4	-1.4	0.8	-3.6	0	0.2	22.6	0.4	1.6	0	0	-0.4	-2.4	0	0	-1.2	-1.6	-0.8	0.2	1.2	61	0	-6.6
-1	TEN2006-11-12BAL	2006-11-12	-8.4	-4.6	-83.2	-26.16	-1.8	0.2	-0.2	-5.8	-2.4	-34.2	0.4	-4.4	-8.4	-83.2	-1.8	1.4	22	0	0	3.6	0.2	0.2	0	0	-0.2	-0.6	0	0	-1.2	-1.6	-0.6	-0.2	2	94.8	0	-7.4
3	TEN2006-11-26NYG	2006-11-26	-7.8	-5.6	-72.2	-31.42	-1.4	-0.2	0.4	-1.2	-3.2	-21	0.2	-5.6	-7.8	-72.2	-1.4	1.6	30.8	0	0.2	9	0.2	-0.4	0	0	0.2	4.6	0	0	-1	-1.4	-0.2	-0.2	1.8	86	0	-6
3	TEN2006-12-03IND	2006-12-03	-8.2	-8	-96	-31.02	-0.8	-0.8	0.4	0.6	-0.2	3.8	-0.2	-8.8	-8.4	-99.2	-0.8	1.4	32.8	0	0	6.6	0.2	-0.4	0	0	0.8	7.4	0	0	-0.6	-0.8	0.4	0.2	1.4	79.4	0	-4
7	TEN2006-12-17JAX	2006-12-17	-11.2	-14.2	-120.8	-15.88	-0.8	-1.6	-0.2	-0.6	-2.4	1.2	0.2	-15.2	-11.4	-124	-0.8	0	23	0	0.2	11	0.2	0.2	0	0	1.6	42.4	0	0	0.8	0.6	0.6	0	1.4	88.8	0	3.6
-17	TEN2006-12-31NWE	2006-12-31	-6.4	-6.4	-83.8	-46.18	-0.8	-0.8	1	5	-3.8	1.4	-0.4	-8.4	-7	-92.6	-0.8	0.8	33.8	0	-0.2	9.2	0.2	-1	0	0	0.8	29.8	0	0	-0.2	-0.4	1	0.4	0.2	22.8	0	-1
-2	TEN2007-09-16IND	2007-09-16	-5.4	-5	-77	-39.2	-0.2	-0.8	1	4.2	-4.8	-9	-1	-7.2	-6	-85.8	-0.2	0.6	31.8	0	-0.4	10.8	0.2	-1	0	0	0.8	30.8	0	0	0	-0.4	0.4	0.4	0.2	8.4	0	-1.2
7	TEN2007-10-07ATL	2007-10-07	-6.2	-7.6	-89.8	-51.32	-0.4	-0.2	0.2	-1.8	-0.6	-3.2	-0.6	-9.4	-7	-100	-0.4	0.4	7.8	0	0	12.8	0.2	-0.2	0	0	0.2	39.4	0	0	0.2	-0.2	0	0.2	-0.2	-4.6	0	-0.4
4	TEN2007-10-28OAK	2007-10-28	-6.8	-10.6	-77.2	-46	-0.6	-0.4	-0.4	-3.4	0	-7	-0.2	-11.8	-7.4	-84.2	-0.6	-0.2	-9.2	0	0	11.6	0.2	0.4	0	0	0.4	41.6	0	0	0.4	0	-0.2	-0.2	0.2	7.2	0	-0.2
13	TEN2007-11-04CAR	2007-11-04	-4.6	-8	-54.2	-59.62	-0.6	0.2	-1	-6.2	9.2	35.8	0.4	-9.4	-5.4	-63.4	-0.6	0	-12.8	0	1	23.2	0.2	1.6	0	0	-0.2	16.2	0	0	0.4	0	-0.2	0.2	-1.2	-53.6	0	1
-15	TEN2007-11-11JAX	2007-11-11	-2	-6	-17.6	-14.2	-0.2	0.2	-1	-3.6	5.4	22.2	0.2	-6.8	-2.6	-23	-0.2	0.2	-10.6	0	1.2	11.8	0	1.6	0	0	-0.2	18.2	0	0	0.2	0	0	0.4	-1	-39	0	1.4
8	TEN2007-12-02HOU	2007-12-02	0.4	-3.8	13.8	-26.48	0	0.4	-1	-4.4	3.8	17	0.4	-4.6	-0.2	8.4	0	0	-11.8	0	1.2	15.8	0	1.6	0	0	-0.4	16	0	0	0.4	0.4	0.2	0.2	-0.8	-32.6	0	3.4
-6	TEN2007-12-09SDG	2007-12-09	-1.4	-6.2	-16.4	-21.1	-0.4	0	-1.2	-6.2	3.2	15	0.4	-7.6	-2.2	-21.6	-0.4	0.2	6.4	0	0.8	7.4	0	1.8	0	0	0	8.8	0	0	0.2	0.2	0.4	0.2	-0.2	-19.2	0	0.8
4	TEN2007-12-23NYJ	2007-12-23	-2.4	-4.6	-11	-26.26	-0.6	0	-1.2	-7.8	3.8	6.8	0.4	-6.4	-3.4	-21.6	-0.6	0.2	7	0	0.8	6.8	0	1.8	0	0	0	8.8	0	0	0.2	0	0.6	0.6	-0.6	-29.8	0	0.8
7	TEN2008-09-07JAX	2008-09-07	-3.6	-5	-12.4	3.18000000000002	-0.4	0	-1.6	-15.8	2.6	15.2	0.2	-6.6	-4.4	-20.8	-0.4	0	-15.2	0	0	-11	0	1.6	-0.2	0.2	0	-0.8	0	0	0.2	0	0.2	0.2	0.4	17.8	0	-0.4
19	TEN2008-09-21HOU	2008-09-21	-6.6	-11	-44.2	15.64	-0.2	-0.8	-2.8	-23.6	9.4	38.4	1	-12.2	-7.2	-50.8	-0.2	-0.6	-19.2	0	-0.6	-12.8	0	2.8	0.6	-0.2	0.8	16	0	0	1.6	1.4	-0.4	-0.4	0.8	36.4	0	6.4
13	TEN2008-09-28MIN	2008-09-28	-8.4	-12	-65	6.58000000000002	-0.4	-1	-3.8	-27	11.4	30.8	1	-13.4	-9	-71.6	-0.4	-0.8	-24.6	0	-0.2	-8.6	0	3.8	0.2	-2	1	17.6	0	0	1.4	1.2	0	0.4	0.6	19.4	0	7.4
10	TEN2008-10-27IND	2008-10-27	-7.4	-9.2	-49.2	4.44000000000003	-0.4	-1.2	-3.2	-22	11.8	33	1.2	-10	-7.6	-54.6	-0.4	-1.8	-43.6	0	-0.2	-7.6	0	3.2	-1	-1.6	1.2	19	0	0	1.2	1	0.6	1	0.4	24.6	0	10.6
3	TEN2008-11-02GNB	2008-11-02	-5.4	-8	-56.4	6.76000000000003	-0.4	-1.2	-3	-21.8	11.8	36.4	1.2	-8.2	-5.4	-56.4	-0.4	-0.8	-25.6	0	-0.6	-8.6	0	3	-2	-2.6	1.2	19	0	0	1	1	1	1	1	47.2	0	10.4
-21	TEN2008-11-23NYJ	2008-11-23	-4.4	-4.4	-44.6	-16.88	-0.6	-1.4	-2	-10.6	3.2	-13.8	0.6	-4.6	-4.4	-44.6	-0.6	0.6	13.6	0	-1	-4.2	0	2	4.2	-0.8	1.4	23.4	0	0	0.2	0.2	1.2	1	1.6	63.8	0	4.8
19	TEN2008-12-07CLE	2008-12-07	-5.2	-6.2	-43	-29.02	-0.4	-0.8	-1.6	-8.6	6.2	23.8	0.8	-6.8	-5.2	-43	-0.4	0.4	3.2	0	-0.6	6.6	0	1.6	1	-1.8	0.8	14.8	0	0	0.2	0.2	0.6	0.6	0.8	21	0	4.8
17	TEN2008-12-21PIT	2008-12-21	-4.6	-6.4	-50.8	-6.31999999999998	-0.6	-1	-1.6	-8	4.6	33.4	1	-6.4	-4.6	-50.8	-0.6	0.6	7.4	0	-0.6	3.6	0	1.6	2.4	-0.4	1	35.6	0	0	0.4	0.4	0.4	0.4	1.2	45.2	0	5.6
-3	TEN2009-01-10BAL	2009-01-10	-1.2	-1.6	-20.8	-10.76	-0.4	-0.4	-1.4	-6.8	2.4	47.8	0.8	-1.2	-1.2	-20.8	-0.4	2	39.8	0	-0.2	0.4	0	1.4	1.2	-1.4	0.4	27	0	0	0.6	0.6	-0.4	-0.4	0.6	20	0	3
-3	TEN2009-09-20HOU	2009-09-20	-1.2	-2	-22.2	-15.56	-0.6	0	-0.6	-2.4	-0.8	68	1	-1.6	-1.2	-22.2	-0.6	2.2	47.6	0	0.6	5.4	0	0.8	3.6	0.2	0	24.4	0	0	0.6	0.6	-1	-0.8	-0.2	-19.6	0	1.8
-22	TEN2009-10-11IND	2009-10-11	-3.8	-5.2	-55	-13.08	-1	0.2	-0.2	-0.6	4.4	103.8	1.2	-5.2	-3.8	-55	-1	1.2	29.2	0	1	10	0	0.4	0.6	-3	-0.2	29	0	0	0.4	0.4	-0.6	-0.4	-1	-62	0	1.6
17	TEN2009-11-01JAX	2009-11-01	-2	-3.2	-58.8	-2.23999999999998	-1.2	-0.4	-0.8	-4.4	6.2	81.4	0.8	-2.6	-2	-58.8	-1.2	0.8	13.2	0	2	8.2	0	1	-2.4	-2.4	0.4	34.8	0	0	0	-0.2	0.8	0.8	-1.2	-62	0	1.2
24	TEN2009-11-15BUF	2009-11-15	-1.8	-3.4	-37.6	-34.96	-1.2	-0.2	-0.4	-3	8	88.4	0.8	-2.8	-1.8	-37.6	-1.2	0	-9.2	0	1.8	5	0	0.6	-5.2	-2.8	0.2	23.2	0	0	0.2	0	1.2	0.8	-2	-91.8	0	2.6
3	TEN2009-11-29ARI	2009-11-29	-3.6	-5	-28.2	-29.08	-0.8	-0.4	0	-1.2	9	92.8	0.6	-4.8	-3.6	-28.2	-0.8	-0.8	-44.8	-0.2	1.6	11.4	0	0.2	-4.2	-2.4	0.4	23.8	0	0	0.2	0	1.4	1.2	-1.6	-88.8	0	3.8
40	TEN2009-12-13STL	2009-12-13	-5	-7.2	24.2	22.3	-0.2	-1.6	-0.6	-3.6	11.8	73.4	0.6	-7.2	-5	24.2	-0.2	-3	-95.6	-0.2	1.8	13	0	0.6	-5.2	-1.6	1.6	47.8	0	0	1	0.8	2.4	2.2	-2.2	-114.4	0	12.4
3	TEN2009-12-20MIA	2009-12-20	-4.6	-9.2	30.6	31.64	0.8	-2	-0.6	-5.8	12.4	68.4	0.6	-9.2	-4.6	30.6	0.8	-3.2	-101.8	-0.2	1.8	13.8	0	0.6	-5.8	-0.6	2	39.4	0	0	2.2	2	1.8	1.6	-1.8	-87.2	0	17.4
-25	TEN2009-12-25SDG	2009-12-25	-7.4	-8.4	-1.6	-8.03999999999997	0.2	-1.2	0.2	-1.4	3.2	54	0.2	-8.6	-7.4	-1.6	0.2	-2	-76.4	-0.2	0.6	9.6	0	-0.2	3.6	1.4	1.2	25.4	0	0	1	1	1.4	1.2	-0.8	-44.8	0	9
25	TEN2010-09-12OAK	2010-09-12	-8.4	-10.2	-5.2	36.2	0.6	-1.2	0.2	-2.4	2.8	52	0.4	-11	-8.4	-5.2	0.6	-1.6	-62.6	-0.2	0.6	8.4	0	-0.2	6.2	3	1.2	20.4	0	0	1.2	1.2	0.6	0.8	-0.4	-30.4	0	9.2
-8	TEN2010-09-19PIT	2010-09-19	-6.6	-9	-4.2	35.06	0.6	-0.6	-0.4	-5.2	0	22.4	0.4	-10.2	-6.6	-4.2	0.6	-1	-48.4	-0.2	0.2	8.2	0	0.4	7.2	4.6	0.6	18.8	0	0	1	1	-0.2	0	-0.6	-28.4	0	7
-6	TEN2010-10-03DEN	2010-10-03	-8	-10	-62	-9.45999999999997	0.2	0.2	-1	-9.6	-1.6	26.8	0	-11	-8	-62	0.2	0.8	-6.2	0	-1	-1	0	1	10.6	4	-0.2	-0.8	0	0	0.2	0.2	-1.2	-1.2	0.4	19	0	-2.2
18	TEN2010-10-24PHI	2010-10-24	-6.8	-9.6	-30.4	-10.18	0.2	0.6	-0.8	-5.4	-1.4	20.6	0.2	-9.8	-6.8	-30.4	0.2	0.8	-11.8	0	-0.6	0.6	0	0.8	10.4	4.8	-0.6	16.8	0	0	0.4	0.4	-1.2	-1.2	-0.2	-8	0	0.8
-3	TEN2010-11-21WAS	2010-11-21	-7.2	-13.2	-25.2	30.76	0.4	0.2	-1.2	-7.2	-0.4	26.2	0.6	-13	-7.2	-25.2	0.4	-0.2	-21.6	0	-0.4	16.8	0.2	1.2	11.4	5.8	-0.2	12.2	0	0	1.2	1.2	-2	-1.6	-0.4	-18.6	0	5.2
-11	TEN2010-12-05JAX	2010-12-05	-5.4	-6.6	-11.4	4.82000000000003	0.2	0.8	-0.8	-4.2	-10.8	-27.8	-0.4	-6.6	-5.4	-11.4	0.2	0	-22	0	-0.2	17.8	0.2	0.8	17	7.4	-0.8	5.4	0	0	0	0	-1.8	-1.2	-0.4	-17.6	0	-2
-2	TEN2010-12-09IND	2010-12-09	-7.8	-9.4	-60.8	2.64000000000003	0.2	0.2	-1	-5.8	-10	-9	-0.4	-9.2	-7.8	-60.8	0.2	0.6	10.4	0.2	0	15.8	0.2	1	19.4	6.4	-0.2	7	0	0	0.4	0.4	-1.8	-1.2	0.4	11	0	-0.8
14	TEN2010-12-19HOU	2010-12-19	-8.4	-11	-44.8	6.64000000000003	0.4	0.4	-0.4	-1.8	-7.8	-6	0	-10.8	-8.4	-44.8	0.4	0.2	2.6	0	0.6	19.2	0.2	0.4	18	6.8	-0.4	8.8	0	0	0.8	0.8	-1.6	-0.8	0.2	4.8	0	3.2
13	TEN2011-09-18BAL	2011-09-18	-3.6	-5.6	-21.6	8.74000000000003	0	0.2	-1.4	-8.2	-5.8	4.6	0.2	-5.4	-3.6	-21.6	0	-0.4	-13.8	0	0.6	16.4	0.2	1.4	13	3	-0.2	1.8	0	0	0.4	0.4	-0.8	-0.2	0	-6.4	0	2.2
3	TEN2011-09-25DEN	2011-09-25	0	-1.2	35.8	10.06	0.2	-0.2	-0.8	-2.6	-4.2	-8.4	0.2	-1.2	0.2	37.2	0.2	-0.2	-10	0	0.8	-3.8	0	0.8	7.2	1.6	0.2	15.8	0	0	0.4	0.4	0	0.2	-0.4	-29	0	3.4
-34	TEN2011-10-23HOU	2011-10-23	-0.6	-2.2	-8.8	22.94	0	-0.2	-0.4	1.8	-2.8	-2	0.2	-1.6	-0.4	-7.4	0	1	18	0	0.8	2	0	0.4	5.4	2	0.2	8.6	0	0	0	0	-0.2	-0.4	1	37.6	0	-1.2
17	TEN2011-10-30IND	2011-10-30	-1.8	-6.2	1	33.52	0	-0.6	-0.4	3.2	-0.4	-21.2	0.2	-5.4	-1.6	2.4	0	-0.8	-24	0	0.4	6.4	0	0.4	3.4	2.8	0.6	9.4	0	0	0.2	0.2	0.6	0.4	1.2	42	-0.2	2.6
-7	TEN2011-11-06CIN	2011-11-06	2.8	0.2	29.6	29.6	-0.2	-0.6	0	7.6	-5	-50.8	-0.2	1.2	3	31	-0.2	-1.2	-29.6	0	-0.2	8.2	0	4.44089209850063e-17	1.2	3.6	0.6	5.8	0	0	-0.4	-0.4	0.6	0.4	1.2	43.2	-0.2	-1.6
6	TEN2011-11-27TAM	2011-11-27	0	-1.6	-10.4	17.52	-0.2	-0.2	0.6	9.6	-5.4	-40.6	-0.4	-0.8	0.2	-9	-0.2	-0.2	17.4	0.2	-0.4	6.2	0	-0.4	2.4	5.6	0.2	-8	0	0	-0.6	-0.6	0.6	0.4	1.2	43.2	-0.2	-3
-5	TEN2011-12-11NOR	2011-12-11	-4.2	-3.2	-40.2	21.08	-0.4	0.2	0.4	6.2	-7.2	-47.4	-0.2	-2.6	-4.2	-40.2	-0.4	0.6	37	0.2	-0.4	14.6	0	-0.2	8	5.6	-0.2	-13.8	0	0	-0.4	-0.4	0	-0.2	1.4	52.6	-0.2	-4.6
6	TEN2011-12-24JAX	2011-12-24	-3	-5.2	26.2	24.02	0	0	0	1.4	-1.4	-23.2	0	-4.8	-3	26.2	0	-0.6	15	0.2	0.4	15.8	0	0.2	4.6	1.6	0	-11.6	0	0	0.4	0.4	0.8	0.6	-1	-58	-0.2	3.4
-21	TEN2012-09-09NWE	2012-09-09	-1.2	0.4	38.6	21.62	-0.4	0.6	0.4	1.4	-6.2	-39.2	-0.2	0.8	-1.2	38.6	-0.4	0.6	38.4	0.2	0.2	6	0	-0.2	4.8	2	-0.6	-12.4	0	0	-0.6	-0.6	0.6	0.4	-1.4	-59.2	0	-4.2
3	TEN2012-09-23DET	2012-09-23	-4.4	-2.6	13.2	-7.17999999999997	-0.4	0.6	0	-3.2	-7.6	-49.4	-0.4	-2.2	-4.4	13.2	-0.4	1.4	69.6	0.4	1.4	20.8	0.2	0.2	8.8	4.4	-0.6	-12.4	0	0	0	0	0.8	0.2	-2	-84.6	0	-2.2
3	TEN2012-10-11PIT	2012-10-11	-4.4	-2	6.4	-6.43999999999997	-0.4	0.4	0.4	1	-9.6	-57.8	-0.4	-1.6	-4.4	6.4	-0.4	1.6	57.8	0.2	0.6	18.6	0.2	-0.4	8.8	6.4	-0.4	-6.2	0	0	0	0	0.2	0	-1.2	-35.8	-0.2	-2.8
-6	TEN2012-10-28IND	2012-10-28	-1.6	-1.6	-3.6	-16.06	-0.2	0.2	0.4	1	-9.6	-58.6	-0.8	-1.2	-1.6	-3.6	-0.2	0.6	37.8	0.2	0.4	16.6	0.2	-0.4	5.8	6	-0.2	-6.2	0	0	-0.2	-0.2	0.6	0.4	-1	-22.6	-0.2	-3
-31	TEN2012-11-04CHI	2012-11-04	-2	0.6	-39.8	-33.96	-0.8	0.2	0.2	0.8	-12.6	-49.2	-0.6	1	-2	-39.8	-0.8	2	63	0.2	-1.6	-5	0.2	-0.2	6.4	8.8	-0.2	-10	0	0	-1.2	-1.2	-0.2	-0.4	0.6	61	0	-10.4
-14	TEN2012-12-02HOU	2012-12-02	-3.2	0.2	-26.6	-50.46	-0.8	0.6	1.2	9.6	-12.4	-27.8	-0.6	0.6	-3.2	-26.6	-0.8	1.8	61.2	0.2	-0.6	0	0.2	-1.2	7	8.4	-0.6	-15.4	0	0	-1	-1	-0.2	-0.4	-0.2	12.8	0	-9
4	TEN2012-12-17NYJ	2012-12-17	-0.4	1.4	-8.6	-19.58	-0.8	-0.2	1.4	10.8	-9	-7.2	0	1.6	-0.4	-8.6	-0.8	1.6	39.4	0	-1	-15.4	0	-1.4	3.6	3.6	0.2	-4.4	0	0	-1.2	-1.2	-0.4	-0.4	1.2	63.2	0	-8.8
18	TEN2012-12-30JAX	2012-12-30	-3.8	-4.6	-23.2	-11.96	-1.2	-0.8	0	0.2	-6.8	-23.4	0.2	-4.2	-3.8	-23.2	-1.2	0.4	12.2	0	-0.6	13.2	0.4	4.44089209850063e-17	8	3	0.8	24.8	0	0	-0.6	-0.6	-0.2	-0.4	0.6	30	0.4	-5.8
3	TEN2013-09-22SDG	2013-09-22	-2.4	-0.2	12	-19.38	-1.2	-0.6	0	2.2	-4.6	2	0.4	-0.8	-2	14.2	-1.2	1.4	35	0	-0.4	11.8	0.4	4.44089209850063e-17	5.2	-0.2	0.6	24.8	0	0	-0.6	-0.6	0	-0.2	0	7	0.4	-4
25	TEN2013-09-29NYJ	2013-09-29	-3	-2.4	11.4	29.18	-0.2	-1.2	-0.4	-4.4	0.6	-0.4	0.4	-3	-2.6	13.6	-0.2	-0.4	2	0	0.6	31.4	0.4	0.4	1.6	2.6	1.2	41.8	0	0	1.2	1.2	0.2	0	-0.2	-20.2	0.2	7.2
-9	TEN2013-10-06KAN	2013-10-06	-2.8	-4	-8.6	37.98	0.2	-1.6	-1.4	-13	3.4	3.6	0.6	-4.6	-2.4	-6.4	0.2	-0.4	-4	0	0	27.6	0.4	1.4	0.6	3.4	1.6	41	0	0	1.6	1.6	-0.2	-0.6	0.6	26.4	0.2	8.2
-14	TEN2013-10-20SFO	2013-10-20	-0.4	1.4	13.2	36.3	0.8	-0.6	-1.2	-7.6	-2.2	-17.2	-0.4	0.8	0	15.4	0.8	0	1.8	0	-0.2	28.2	0.4	1.4	1.6	5	0.6	28	0	0	1	1	-0.2	-0.4	-0.2	-4.4	0.2	4.6
-2	TEN2013-11-10JAX	2013-11-10	5.2	10.4	64	46.04	1.6	-0.2	-0.6	-2.8	-5	-2.8	-0.8	9.6	5.6	66.2	1.6	0.8	14.4	0	0	3	0	0.8	-1.2	2.8	0.2	-2.4	0	0	0.4	0.4	-0.4	-0.6	-0.4	-15.8	0	0.6
-3	TEN2013-11-14IND	2013-11-14	4.4	6.2	39	55.1	1.8	-0.2	-0.4	-4.2	-7	-19.4	-1	6.4	4.4	39	1.8	0	-6.8	0	-0.4	1	0	0.6	0.8	7.2	0.2	-2.4	0	0	0.4	0.4	-0.8	-1	0	-0.2	0	-0.6
-3	TEN2013-12-15ARI	2013-12-15	8	12.2	79.6	18.04	1.8	0.6	0.4	1.6	-12	-32.6	-1.4	11.6	8	79.6	1.8	1.4	16	0	0	-1.2	0	-0.2	1.8	3.2	-0.6	-17.4	0	0	-0.4	-0.4	-0.6	-1	-0.6	-23.2	0	-6.2
6	TEN2013-12-29HOU	2013-12-29	6.4	9.8	66.6	19.76	1.6	0.2	0.2	1.4	-8.4	-12.4	-1.4	9.2	6.4	66.6	1.6	1	7.8	0	0.4	6.6	0	4.44089209850063e-17	-0.8	2.4	-0.2	-10.2	0	0	-0.4	-0.4	0.2	0	-0.4	-27.8	0	-3.2
-16	TEN2014-09-14DAL	2014-09-14	3.8	6.8	52.8	13.32	1.2	0.4	-0.4	-8.8	-8.8	-23.4	-1	6.2	3.8	52.8	1.2	1.4	11	0	0.2	3.8	0	0.4	2.2	2	-0.4	-9	0	0	-0.2	-0.2	-0.4	-0.6	-0.2	-23.4	0	-3.6
-1	TEN2014-10-05CLE	2014-10-05	1.4	2	27.6	28.3	0.8	0.4	0.4	-5.6	-9.4	-34.6	-0.6	1.2	1.4	27.6	0.8	1	9.2	0	0	2.4	0	-0.4	3.6	3.2	-0.4	-7	0	0	0	0	-0.8	-1	0.4	1.8	0.2	-3.4
2	TEN2014-10-12JAX	2014-10-12	-1.4	0	9	22.16	0.4	0.2	-0.4	-11	-7.6	-34	-0.4	-0.8	-1.4	9	0.4	1.2	16.8	0	0.6	5.8	0	0.4	4.8	1.2	-0.2	-0.2	0	0	-0.2	-0.2	-0.2	-0.2	0.2	-6.8	0.2	-2.4
-14	TEN2014-10-26HOU	2014-10-26	-3	-4.4	-10.8	25.96	0	0	-1.2	-14.4	-9.6	-53.4	-0.4	-4.4	-3	-10.8	0	1	18.6	0	0.2	10	0	1.2	9.4	0.8	0	2	0	0	-0.6	-0.6	-0.6	-0.4	0.4	14.8	0.2	-4.6
-3	TEN2014-11-17PIT	2014-11-17	-2.8	-4	13	30.58	0.2	0.2	-2.2	-19.8	-16.6	-102	-0.4	-4	-2.8	13	0.2	1.2	24.6	0	0	3.8	0	2.2	17	1.6	-0.2	-4.6	0	0	-0.6	-0.6	-1.2	-1	0.6	22	0.2	-6.4
-29	TEN2014-12-07NYG	2014-12-07	-3.2	-6.6	-9.4	36.72	0	0	-0.2	-2.6	-13.8	-90.6	-0.4	-6.4	-3.2	-9.4	0	0.8	19.6	0	-0.4	-2.2	0	0.2	12.8	2.8	0	-4.4	0	0	-0.8	-0.8	-1.4	-1.4	0.8	40.6	0.2	-9
-5	TEN2014-12-14NYJ	2014-12-14	-3.2	-4.2	10.4	17.52	-0.2	0.2	-1	-5.4	-12.8	-90.2	-0.8	-4	-3.2	10.4	-0.2	1.6	37	0	0	-2	0	1	10.6	4.4	-0.2	-4.4	0	0	-1.2	-1.2	-0.8	-0.6	0.4	21	0	-9.8
